EAN;CODIGO;DESCRICAO
;25270;JOHNSONS SH.VERAO 200 ML
;25271;COND.FRUCTIS CAB OLEOSO 300ML
;25272;PAYOT SH.CERAMIDAS 300 ML
;25273;PAYOT COND.VITAMINAS 300 ML
;25274;TINT.COR&TON 83 LOURO CLARO DOUR.100GR
;25275;TINT.COR&TON 743 LOURO ACOB.DOURADO 100
;25276;BIORENE SH.BLONDE 250ML
;25277;COND BIORENE LOIROS 250ML
7891024172339;25278;COND.PALMOLIVE NAT.MAC.PROL.350ML
;25279;COND.PALM.CITRUS OLEOSOS 400ML
;25280;CALCA PLASTICA ENXUTA HIDRO REPELENTE 05
;25281;PLATINUM LAMINA
;25282;GEL CAB.BOZZANO SPORT FORTE 170GR
;25283;LIB MODEL.DE SEIOS RENDADO C/ 2
;25284;SAB.LUX SKIN.ESFOLIAÇAO 90GR
;25285;MAMY CHUP.
;25286;NEUTROX CR.PENTEAR 4 COLOR SAFE 250GR
;25287;NEUTROX CR.PENTEAR 5 VITA LISS 250GR
;25288;AROVIDA REP PONTAS
;25289;CHUP ANPLAS REDONDO LATEX
;25290;ESC.DENTAL BITUFO POS-CIRURGIA
;25291;ESTOJO MAQUIAGEM CORAÇAO
;25292;SILMAX RECONSTRUTOR DE QUERATINA
;25293;SANDY KIT MISTY C/ 3 COLONIAS
;25294;SENADOR SAB.FRESH 130GR
;25295;SAB.LUX FIRMASSAGE 95GR
;25296;COPO P/ BEBE
;25297;SAB.REXONA ANTIBAC SENS 12X90G
;25298;PREND.CHUPETA TECIDO BABY CADA
;25299;PREND.CHUPETA NIKA C/ CORRENTE
;25300;CHUP MAMY ORTO SILICONE
;25301;CHUP IDEATEX REDONDO SILICONE
;25302;KIT PEDICURE LIXA+RALO+PEDRA POMES 0318
;25303;SEMPRE BELLA KIT LIXA+SEPARADOR 5332
;25304;NUK BICO MAMAD.LATEX Nº1 LIQ.ENGRO.
;25305;PENTE MARILU GRANDE
;25306;PENTE MARILU JACARE
;25307;SAB.REXONA ANTIBACTERIAL TONIC 90GR
;25308;LIXA P/ OS PES AMETISTA C/ RALO
;25309;ESC.CAB.CONDOR C/ ESPELHO M6872
;25310;MANIQUICK CONJ.ESCOVA + 2 PENTES
;25311;PENTE FINO PIOLHO N.B
;25312;PENTE CARIOCA CABO LARGO
;25313;PENTE MARILU GRANDE LARGO
;25314;DES.AVANCO RO-ON ORIGINAL 50 ML
;25315;DUREX 12X40
;25316;RABICO DIVERSOS
;25317;PENTE LUPE RF 236
;25318;PENTE LUPE RF 216
;25319;LIXA P/ OS PES AMETISTA TOPAZIO
;25320;MEU CHEIRINHO KIT COL/TALCO/SAB AZUL
;25321;CR.TRAT.BIO EXTRATUS ORIGEM 1KG
;25322;AROMA DO CAMPO LOCAO DOURA PELOS 50ML
;25323;TINT.NUTRISSE 113 EXTRA CLAREADOR BEGE
;25324;SAB.LIQ.DAVENE PESSEGO 600ML
;25325;TINT.WELLATON 477 MARROM INTENSO
7896046711986;25326;TINT.BIGEN CHOCOLATE 45
;25327;TINT.BIGEN CANELA 26
;25328;COLLECTION HIDRAT.TANGERINA
;25329;SH.GOTA DOURADA CITRUS CAB.COLORIDOS
;25330;TINT.NATUCOR 6.3 GUARANÁ
;25331;TINT.MARCIA CR. PRETO AZULADO 1.0
;25332;TINT.MARCIA CASTANHO MEDIO DOURADO 4.3
;25333;TINT.MARCIA CASTANHO CLARO ACOBREADO 5.4
;25334;TINT.MARCIA BORGONHA 5.6
;25335;TINT.MARCIA LOURO CINZA ESCURO 6.1
;25336;TINT.MARCIA LOURO CINZA MEDIO 7.1
;25337;TINT.MARCIA LOURO CLARO 8.0
;25338;TINT.MARCIA LOURO BEGE 8.31
;25339;PREFERENCE 9.3 LOURO M CLARO DOUR.
;25340;VITA MIX VIT.CAP.TODAS
;25341;SOFT HAIR TODAS VIT.CAP.
;25342;MUNDIAL TESOURA UNHA RETA C/LIXA
7896000706027;25343;TINTURA COR&TON 7.0 LOURO MEDIO
;25344;CHUP.LOLLY REDONDO
;25345;CHUP.LOLLY ORTODONTICA
;25346;OLEO BRONZ.FARMAX 100ML UVA SUNLESS
;25347;TRA LA LA CR.PENTEAR REDUTOR 300ML
;25348;FIDALGA ESC.CAB.REF.3003
;25349;COLONIA COTY ALFAZEMA 115ML
;25350;SABONETEIRA ADELCA C/ TAMPO
;25351;AP.BARB.GILLETTE PRESTOBARBA ULTRAGRIP
;25352;DESINFETANTE VALOR PINHO 2 LTS
;25353;KUKA MAMAD.1615 LOONEY TUNES 250ML
;25354;SACO DE LIXO (USO E CONSUMO)
;25355;YPE SAB.ROSA 90GR
;25356;YPE SAB.AZUL LEITE HIDRAT AMENDOAS  90GR
;25357;JOGO EDUCATIVO CONSTRUTOR FAZENDINHA
;25358;BOLA TURMA DA MONICA
;25359;LOC.CLEAN CLEAR ADSTRINGENTE 200ML
;25360;QUEBRA CABECA SITIO FELIZ
7897517903558;25361;RICCA PENTE BOLSO C/2UN REF 355
;25362;FITOESSENCE ESFOLIANTE FACIAL 100 G
;25363;FITOESSENCE CR.P/MAOS ALOE VERA 100 GR
;25364;FITOESSENCE CR.P/PES MICROESFERA 100 G
;25365;TESOURA P/ PICOTAR
;25366;VISAGE GEL CR YOUNG 75G
7891024161913;25367;SHAMPOO PALMOLIVE NATURALS LISOS RADIANTES 350ML
;25368;VITA SEIVA CR HIDRAT P/  MAOS  CACAU 240
;25369;CR.TRAT.VITA SEIVA SHOCK CAB.DANIF.30GR
;25370;VITA SEIVA SHOCK CAB.RESSECADOS 30GR
;25371;PENTE MARCO BONI OSSO GRANDE
;25372;MUNDIAL FLEX TESOURA UNHA RETA BC322
;25373;CHUP.KUKA UNIVERSAL COLORIDA 2286
;25374;KIT STAR MAMAD.010-U  UVINHA 150ML
;25375;KIT STAR MAMAD.010-L LARANJINHA 150ML
;25376;KIT STAR MAMAD.010-M MAÇANZINHA 150ML
;25377;LOONEY TUNES MORDEDOR
;25378;CANECA PRINCESA
;25379;CANECA POOH
;25380;CANECA MICKEY E MINIE
;25381;CANECA PATETA
;25382;COPO BOB ESPONJA CANUDO INTERNO
;25383;COPO BARBIE CANUDO INTERNO
;25384;COPO PRINCESA CANUDO EXTERNO
;25385;COPO POOH CANUDO INTERNO
;25386;SUPER PODEROSAS BRILHO LABIAL MORANGO
;25387;CR.TRAT.BIO EXTRATUS ALOE VERA 1 KG
;25388;GEL FIXADOR KANECHOMN VERDE 230GR
;25389;TINT.COR&TON 10 LOURO ULTRACLARO 100GR
;25390;TRIFIL MEIA CALCA DEDINHO DE FORA G
;25391;TINT.MAXTON 7.44 LOURO NAT.COBRE INTENSO
;25392;TINT.MAXTON 8.33 LOURO CLARO DOURADO
;25393;MAMITA PREND.CHUPETA SILIC C/1
;25394;INSTANT PLUS LIMPADOR DE LINGUA
;25395;INSTANT PLUS FIO DENTAL 100MTS
;25396;INSTANT PLUS FIO DENTAL EXTRA FINO 100MT
;25397;ESPONJA BANHO SLOW ANTIBACTERIANA
;25398;ESPONJA BANHO SLOW MASSAGEM
;25399;PAPEL HIGIENICO SUBLIME C/ 4
;25400;MURIEL COLONIA ALFAZEMA 120ML
;25401;UNHEX CORTADOR DE UNHA FOR MEN
;25402;DEPI ROLL LENCO P/ DEPILACAO ROSA
;25403;IPHIGENY LENCO P/ DEPILACAO C/ 100UN
;25404;SOFT START MORDEDOR BABY ELEFANTE LUA
;25405;SOFT START MORDEDOR BABY PEIXE
;25406;SOFT START MORDEDOR BABY COELHO
;25407;FLIP TOP ESC.DENTAL
;25408;S.O.S CR.REHIDRATANTE DETONADOS 30GR
;25409;COND ACQUA KIDS SEC.RAPIDA
;25410;MIMOSA BICO MAMAD.SIL 98262
;25411;MIMOSA BICO MAMAD.LATEX 98224
;25412;MUNDIAL KIT MANICURE BABY
;25413;NITRATO DE MICONAZOL 28GR
;25414;MUNDIAL CORTADOR DE UNHA GRANDE
;25415;MULTI USO VALOR FLORAL 500ML
;25416;NIVEA ESPUMA BARB.BARBA CERRADA 193GR
;25417;UMIDIFICADOR DE CACHOS NEUTROX 100NL
;25418;CHUP LILLO B FARF SIL C/1 5521
;25420;ESC.DENT.SORRISO MASTER C/ 2
;25421;EVO CR.PENTEAR CASULO 200GR
;25422;ABS.SEMPRE LIVRE BASICO SUAVE C/ABAS
;25423;ABS.SEMPRE LIVRE SUAVE C/ABAS (LEVE 10/PAGUE 8)
;25424;SABONETEIRA DE PLASTICO CARIOCA
;25425;SABONETEIRA EMBORRACHADA CARIOCA
;25426;SUMMER GEL CAB.AZUL 3 500GR
;25427;SUMMER GEL CAB.LARANJA 4 500GR
;25428;SUMMER GEL CAB.ROSA 3 500GR
;25429;SUMMER GEL CAB.INCOLOR 1 500GR
;25430;PIEDE FINE LOCAO P/ OS PES 30GR
;25431;NATUSTRATO CR.P/ MAOS 60 ML
;25432;IPHIGENY CERA DEPIL ROLLON CAMOMILA
;25433;IPHIGENY CERA DEPIL ROLL ALGAS
;25434;HIDRAMAIS CR.P/ PES E RACHADURA  85GR
;25435;LIXA P/ OS PES TILIM
;25436;BICO MAMAD.MAMITA SILICONE
;25437;MAMITA PREND.CHUPETA SILICONE
;25438;KERAVIT CHOQUE KERATINA 35 ML
;25439;CR.REST TRAT CHOQUE 30GR
;25440;PINCA RETA MUNDIAL
;25441;AFRO STILLUS  KIT 160GR
;25442;TRIFIL MEIA 3/4 NATURAL CLARO
;25443;DEPI ROLL APARELHO KIT P/DEPILAÇAO 110V
;25444;TRIFIL MEIA CALCA ADHERENÇE TABACO EXG
;25445;TRIFIL MEIA CALCA ADHERENCE NAT.CLARO
;25446;LIXA P/ OS PES MUNDIAL
;25447;ESC.DENT.COLGATE ZIG ZAG MEDIA
;25448;ESC.DENT.COLGATE PLUS ZIG ZA MAC
;25449;ANT.SEP.BUCAL PLAX 1LT  FRESH MINT
;25450;LILLO MAMAD.9621 SNOOPY 160ML
;25451;WELLIN COLOR ALIS.30 CAST.ESCURO
;25452;WELLIN COLOR 645 ALIS.GRANADA
;25453;WELLIN COLOR 50 ALIS.CAST.CLARO
;25454;ALIS.WELLIN COLOR 70 LOURO NATURAL
;25455;RED APPLE FPS 50 FACIAL 60GR
;25456;NEUTROX COND.1 TRADICIONAL 500GR
;25457;TINT.WELLATON 635 MARROM DOURADO
;25458;TINT.MAXTON CR.LOURO MUITO CLARO 9.3
;25459;COL.MUNDO MARINHO CAMOMILA 220ML
;25460;ESP.BARBEAR RAVOR 180GR
;25461;PENTE MARCO BONI OSSO PEQUENO
7896240700786;25462;CHEIRINHO DE BEBE COLONIA AZUL 200ML
7896240700731;25463;CHEIRINHO DE BEBE COLONIA ROSA 200ML
;25464;CHEIRINHO DE BEBE KIT C/ 3 SABONETE AZUL
;25465;LAVANDA MEMPHIS ESTOJO C/ COL.SABON.2SAB
;25466;BRILHO ROLL-ON HELLO KITTY TUTTI FRUTTI 7ML
;25467;CIA DA NATUREZA KIT CORAÇÂO LILÁS
;25468;SUISSA SAB.CITRUS 90GR
;25469;SUISSA SAB.ANDACE 90GR
;25470;SUISSA SAB.MUSK 90GR
;25471;DES.TOPPER ROLLON SENSE 55 ML
;25472;DES.TOPPER ROLLON EXPLOSION 55 ML
;25473;TOPPER ROLLON ATHLETICS 55 ML
;25474;DES.TOPPER ROLLON SPECIAL SPORTS 55ML
;25475;TOPPER SPRAY EXPLOSION 90ML
;25476;TOPPER SPRAY ATHETICS 90 ML
;25477;FLORA NENEN ESTOJO ROSA
;25478;SUISSA DES.CREME CITRUS GREEN 55GR
;25479;FLORA NENEN SH.CAB. CLAROS CAMOMILA 100M
;25480;FLORA NENEN SH.CAB.CACHEADOS A.VERA 100M
;25481;FLORA NENEN COND.NORMAIS 100ML
;25482;FLORA NENEN LAVANDA 100ML
;25483;TOUCA METALIZADA ISOTERMICA RG
;25484;PENTE FINO MARCO BONI
;25485;RG TOUCA METALIZADA ALUMINIO
;25486;VITA SEIVA VIT.CAP.TUTANO 10ML
;25487;FLORA NENEM OLEO ALOE VERA 100ML
;25488;FLORA NENEM KIT SH+LAVANDA P/ NENEN
;25489;FLORA NENEN TALCO ALOE VERA 220 G VERDE
;25490;FLORA NENEN COND.CACHEADOS 100ML
;25491;VITAMINA DERMABEL HORMÔNIO
;25492;VITAMINA DERMABEL SEMI DI LINO
;25493;VITAMINA DERMABEL SILICONE
;25494;VITAMINA DERMABEL JABORANDI
;25495;VITAMINA DERMABEL VITAM. A
;25496;FLORA NENEN CR.CONTRA ASSADURAS 60GR
;25497;EVITOL SH.CASPA 3 EM 1 CAB.SECOS 200
;25498;BUCHA VEGETAL LUIZA
;25499;TRIFIL MEIA 3/4 TABACO
;25500;LIXA P/ OS PES R.A
;25501;BLANDO GEL CAB.SPRAY RELVA MEDIO 230
;25502;BLANDO GEL CAB.SPRAY B.MOLHADO 230GR
;25503;ESM.RISQUE TRUFA 8
;25504;CR.DOVE ANTI FRIZZ LEAVE 150ML
7891182014649;25505;ESM RISQUE CREM LICOR BL 8ML
;25506;ESM.RISQUE CIGANA 8 ML
7891182014717;25507;ESM RISQUE MET MACA DO AMOR NU 8ML
7891182014601;25507;ESM RISQUE MET MACA DO AMOR NU 8ML
;25508;CR.DOVE ANTI FRIZZ LIG LEA 150ML
;25509;CR.TRAT.DOVE ANTI QUEBRA 150ML
;25510;ANT.SEP.BUCAL PLAX 250ML ICE
;25511;ESC.DENT.COLGATE PORTABLE MAC.
;25512;ESM.RISQUE BERINJELA 8ML
;25513;PENTE RICCA COD 251
;25514;ESM.RISQUE CHOC.QUENTE 8 ML
;25515;ESM.RISQUE UVA 8 ML
7891182830126;25516;ESM RISQUE MET RUBI NU 8ML
7891182001250;25516;ESM RISQUE MET RUBI NU 8ML
7891182008075;25516;ESM RISQUE MET RUBI NU 8ML
;25517;ESM.RISQUE ESTRE.DO  MAR 8ML
;25518;ESM.RISQUE TROPICAL 8ML
;25519;ESC.DENT.COLGATE  ELETRICA BRATZ
7896015518325;25520;CR.DENT.SENSODYNE 50GR.PRO ESMALT
;25521;ESM.RISQUE BOURBON 8 ML
;25522;ESM.RISQUE CREMOSO TERRA 8 ML
;25523;ESM.RISQUE DROPS 8 ML
;25525;ESM. RISQUE MARITIMA NAT 8 ML
;25526;ESM.RISQUE NECTAR 8 ML
;25527;ESM.RISQUE IASMIN 8 ML
;25528;ESC.DENT.COLGATE SMILES SHREK 5ANOS
;25529;CURAT.BAND-AID ULTRA-RESISTENTES C/20
;25530;MAX LOVE BATOM 01
7891182050098;25531;ESM RISQUE TECH OLEO SECANTE BL 8ML
;25532;MAX LOVE BATOM 04
;25533;MAX LOVE BATOM 05
;25534;ESM.RISQUE CELESTE 8 ML
;25535;ESM.RISQUE CORPO A CORPO 8ML
7891182001892;25536;ESM RISQUE CREM PARIS NU 8ML
7891182001908;25536;ESM RISQUE CREM PARIS NU 8ML
7891182007863;25536;ESM RISQUE CREM PARIS NU 8ML
;25537;MAX LOVE BATOM 06
;25538;MAX LOVE BATOM 08
;25539;MAX LOVE BATOM 15
7891182004138;25540;ESM RISQUE CREM BIANCO PURISSIMO NU 8ML
7891182007658;25540;ESM RISQUE CREM BIANCO PURISSIMO NU 8ML
7891182810012;25540;ESM RISQUE CREM BIANCO PURISSIMO NU 8ML
;25541;ESM.RISQUE IMPERATRIZ 8 ML
;25542;MAX LOVE BATOM 39
;25543;ESM.RISQUE EXTRA BRILHO 8ML
;25544;MAX LOVE BATOM 42
;25545;ESM.RISQUE WHISKY
7891182810166;25546;ESM RISQUE CREM TAMARA NU 8ML
7891182996518;25546;ESM RISQUE CREM TAMARA NU 8ML
7891182996488;25546;ESM RISQUE CREM TAMARA NU 8ML
7891182996778;25546;ESM RISQUE CREM TAMARA NU 8ML
;25547;ESM.RISQUE PITANGA 8 ML
;25548;MAX LOVE BATOM 44
;25549;ESM.RISQUE RUM 8 ML
;25550;MAX LOVE BATOM 54
;25551;ESM.RISQUE PEROLA 8 ML
;25552;ESM.RISQUE PRINCESA 8 ML
7891182018630;25553;ESM RISQUE CREM PO DE ARROZ NU 8ML
7891182018746;25553;ESM RISQUE CREM PO DE ARROZ NU 8ML
;25554;ESC.DENT.COLGATE MASSAGER MAC
;25555;SH.ELSEVE ANTI-CASPA 2X1 250ML.
;25556;SH.ELSEVE A/C CAB OLEOSOS 250ML
;25557;SH.ELSEVE A/C CAB SECOS 250ML
;25558;SH.ELSEVE A/C CAB NORMAL 250ML
;25559;COND.ELSEVE ANTI-CASPA 200ML
;25560;GIOVANNA BABY KIT ROSA
;25561;STA CLARA KIT MANICURE
;25562;PROT.SEIOS PROMILLUS LAVAVEIS C/ 4
;25563;PROT.SEIOS PROMILLUS SIL C/ 4 FUROS
;25564;PROT.SEIOS PROMILLUS SIL C/ 3 FUROS
7897169201354;25565;STA CLARA ESPATULA PROF.INOX REF.135
7791969028831;25566;DES.NIVEA AERO COOL KICK FOR MEN 90G/150ML
;25567;ELSEVE TRAT.CHOQUE NUTRI CERAMIDAS 30
;25568;PENTE MARCO BONI MADEIRA COD 1602
;25569;LOREAL CR.FACIAL DEC.DE RUGAS NOTURNO49
;25570;LOREAL CR.FACIAL GEL HYDROFRESH NOR/SEC.
;25571;DES.NIVEA SPRAY COOL KICK  FOR MEN 90ML
;25572;ABS.CAREFREE NEUTRALIZE C/40
;25573;SH. GALINHA PINTADINHA PINTINHO AMARELINHO 230ML
;25574;DOTE KIT COLONIA+HIDRAT.FANTASY LARANJA
;25575;CIA DA NATUREZA KT C/ OLEO E DES  AMEN.
;25576;DOTE KIT FELICITY MUSK
;25577;COL.DOTE CORAL 250 ML
;25578;SOFT START MORDEDOR VARIOS PEIXES
;25579;SOFT START MORDEDOR MÃOZINHA VINIL
;25580;SOFT START MORDEDOR PEZINHO VINIL
;25581;LAPIS JORDANA PRETO
;25582;ESP.BARB.COLGATE ALOE 418 GR
;25583;ESP.BARB.COLGATE REGULAR 418GR
;25584;ESP.BARB.COLGATE ARTIC.COOL 418GR
;25585;SABONETEIRA LOLLY COLORIDA
;25586;ESM.RISQUE PELE 8 ML
;25587;ESM.RISQUE BOSSA NOVA 8 ML
;25588;ESM.RISQUE JASMIN 8ML
;25589;ESM.RISQUE ERERÊ 8 ML
;25590;ESM.RISQUE DAMASCO 8 ML
7891182019996;25591;ESM RISQUE CREM ESCARLATE NU 8ML
7891182020213;25591;ESM RISQUE CREM ESCARLATE NU 8ML
7891182020008;25591;ESM RISQUE CREM ESCARLATE NU 8ML
;25592;ESM.RISQUE FADA 8 ML
7891182017015;25593;TINT SOFT COLOR 457 CASTANHO AVERMELHADO
;25594;MAX LOVE BATOM 80
;25595;MAX LOVE SOMBRA 40
;25596;MAX LOVE SOMBRA 37
;25597;COLORAMA RED NEW YORK 8M
7899026410152;25598;ESM COLORAMA CREM 5A AVENIDA NU 8ML
;25599;ESM.COLORAMA WATER SHINE RED STAR
;25600;ESM.COLORAMA LUZ 8ML
;25601;ESM COLORAMA CREM DEIXA BEIJAR BL 8ML
;25602;ESM.COLORAMA WATER SHINE RAIO DE LUZ
;25603;ESM.COLORAMA WATER SHINE LUZ MINERAL
;25604;ESM.COLORAMA CHAMA 8ML
;25605;ESM.COLORAMA BRODOWAY 8ML
;25606;ESM.COLORAMA PRATEADO METALICO
7899026400832;25607;ESM COLORAMA CREM BLACK BL 8ML
;25608;ESM.COLORAMA ZAZA 8ML
;25609;ESM.COLORAMA NEBLINA 8ML
;25610;ESM.COLORAMA ARMY 8ML
;25611;ESM.COLORAMA MARITIMA 8ML
7899026408210;25612;ESM COLORAMA NATURAL PETALA NU 8ML
;25613;ESM.COLORAMA CHANNES 8ML
;25614;ESM.COLORAMA GALAXIA 8ML
7899026407626;25615;ESM COLORAMA CREM FRANCA BL 8ML
;25616;ESM.COLORAMA SAFIRA 8ML
;25617;ESM.COLORAMA NEW YORK 8ML
;25618;ESM.COLORAMA ECLIPSE 8ML
;25619;ESM.COLORAMA VINHO TINTO 8ML
;25620;ESM.COLORAMA CREM AREIA 8ML RECOLEÇÃO
;25621;ESM.COLORAMA EGITO 8ML
;25622;ESM.COLORAMA AGRESTE 8 ML
;25623;COLORAMA CONCHA DO MAR 8
7899026400825;25624;ESM COLORAMA NATURAL VEU NU 8ML
7899026408326;25625;ESM COLORAMA CREM AMANHECER NU 8ML
;25626;ESM.COLORAMA BRISA 8ML
;25627;ESM.COLORAMA LIBERDADE 8ML
;25628;ESM.COLORAMA SEDUCAO 8ML
;25629;ESM.COLORAMA CHOCOLATE 8ML
7899026400566;25630;ESM COLORAMA CREM PETALA BRANCA NU 8ML
;25631;ESM.COLORAMA FLAMENCA 8ML
;25632;INAT.ESM.COLORAMA VIA LACTEA 8ML
;25633;ESM.COLORAMA TINTO 8 ML
;25634;ESM.COLORAMA FOFO 8ML
;25635;ESM.COLORAMA RED NEW YORK 8ML
7899026401730;25636;ESM COLORAMA BASE EXTRA BRILHO NU 8ML
;25637;ESM.COLORAMA LUNAR 8ML
;25638;OLEO COLORAMA SECANTE
7899026401723;25639;ESM COLORAMA BASE SETIM NU 8ML
;25640;ESM.COLORAMA DREAN 8ML
;25641;ESM.COLORAMA GEADA 8ML
;25642;ESM.COLORAMA UNIVERSO 8ML
;25643;ESM.COLORAMA OURO 8ML
;25644;COLORAMA CLÁSSICO SUAVE
;25645;COLORAMA CUIDADOS B.UNHAS FRACAS
7899026400580;25646;ESM COLORAMA CREM INCOLOR NU 8ML
;25647;ESM.COLORAMA PRATA 8ML
7899026400894;25648;ESM COLORAMA CREM CAFE BL 8ML
;25649;ESM COLORAMA CINTILANTE CRISTAL ROSA BL 8ML
;25650;ESM.COLORAMA MISTURINHA 8ML
;25651;INAT.ESM.COLORAMA SEXY 8ML
;25652;ESM.COLORAMA WATER SHINE O.FAISCANTE
;25653;ESM COLORAMA CINTILANTE GRACE NU 8ML
;25654;ESM.COLORAMA NECTAR 8ML
;25655;ESM.COLORAMA PAZ 8ML
;25656;ESM.COLORAMA PEROLA 8ML
7899026408173;25657;ESM COLORAMA NATURAL PRENDA NU 8ML
;25658;ESM.COLORAMA FPG 8ML
;25659;ESM.COLORAMA ATLANDIDA 8ML
;25660;ESM.RISQUE FASHION CRAZY
;25661;ESM.RISQUE FASHION 3D OXYGEM
;25662;ESM.RISQUE FASHION CELEBRATION
;25663;ESM.RISQUE FASHION PURPLE
;25664;ESM.RISQUE FASHION RAVE
;25665;ESM.RISQUE FASHION 3D KISS
;25666;ESM.RISQUE  CYBER
;25667;ESM.RISQUE FASHION  RAINBOW
;25668;MAX LOVE SOMBRA 36
;25669;MAX LOVE SOMBRA 35
;25670;MAX LOVE SOMBRA 38
;25671;BASE LIQUIDA Nº3 MEDIA 35G
7891182015127;25672;ESM RISQUE CREM NINFA NU 8ML
7891182015233;25672;ESM RISQUE CREM NINFA NU 8ML
;25673;ESM.RISQUE CONHAQUE 8ML
;25674;ESM.RISQUE JADE 8ML
;25675;ESM.RISQUE MANDALA 8ML
;25676;INAT.ESM.RISQUE ROSA PITANGO 8ML
;25677;DISPLAY PO COMPACTO
;25678;ESM.RISQUE LUA 8ML
7891182021036;25679;ESM RISQUE MET ME SOLTA QUE VOU DAR SHOW NU 8ML
;25680;ESM.RISQUE CZARINA 8ML
;25681;ESM.RISQUE V.LACTEA CELESTE
7891182021012;25682;ESM RISQUE MET DE SALTO NO ASFALTO NU 8ML
7891182850018;25683;ESM RISQUE NAT INCOLOR BL 8ML
;25684;BRINQUEDOS EM LATEX
7891182023115;25685;ESM RISQUE TECH BASE FORTALECEDORA NU 8ML
7891182023122;25685;ESM RISQUE TECH BASE FORTALECEDORA NU 8ML
;25686;ORAL B ESC.DENTAL CROSS ACTION MACIA 35
;25687;RAVOR CR.BARB.65G
11509031334;25688;TONALIZANTE GRECIN 5 BARBA E BIGODE M-110 PRETO
;25689;TRIFIL MEIA SOQUETINHA BASICA
;25690;NUK PROTETOR PARA CHUPETA
;25691;RICCA ESPONJA P/ BANHO KIDS
53200001315;25692;ESPONJA P/ BANHO BOB ESPONJA
;25693;MEIA BRANDO
;25694;CONJ.BODY AMARELO
;25695;CONJ.BODY AZUL
;25696;KIT INFANTIL P/ CABELO 2411
;25697;ESTOJO MAQUIAGEM INFANTIL ROUGE
;25698;ESTOJO MAQUIAGEM INFANTIL XUXA
;25699;JOGO SABER MAIS ROLETAS
;25700;GIOVANNA BABY KIT WOMO
;25701;LILLO MORDEDOR SOFT REF 4022
;25702;MORDEDOR PEIXE START BABY
;25703;PREND.CHUPETA LOLLY
;25704;PREND.CHUPETA REDONDO START BABY
;25705;PREND.CHUPETA QUADRADO START BABY
;25706;PREND.CHUPETA OVAL START BABY
;25707;SABONETEIRA LOLLY C/DESENHO 7141
;25708;S.O.S CR.REHIDRATANTE 300ML
;25709;SILMAX CR.QUERATINA 500GR
;25710;GEL DE CABELO RAVOR C/ VIT.B5 150GR
;25711;NEOKIDS SH.ALOE VERA E MELANCIA 350ML
;25712;NEOKIDS ALOE VERA E MELANCIA 350ML
;25713;NEORLY CR.DEPIL.ALOE VERA 100GR
;25714;NEORLY CR.DEPIL.P/ ROSTO ALOE VERA
;25715;RAVOR GEL DE CAB.EFEITO MOLHADO 230GR
;25716;GEL FIXADOR RAVOR FOTE FIXAÇÃO 230GR
;25717;LOCAO RAVOR POS BARBA 90GR
;25718;CR.HIDRAT.VITA SEIVA CONFREI REFRESCANTE 240GR
;25719;PENTE MARCO BONI CONJ. C/ 6
;25720;TALCO TENYS PE BARUEL KIDS HORTELA 100G
;25721;STILL LIFE SAB.LIQ. ERVA DOCE 250ML
;25722;COLONIA STILL ACQUA FRESCA 60ML
;25723;STILL COLONIA TALCO 60ML
;25724;STILL COLONIA MUSK 60 ML
;25725;COLONIA STILL THABOO 60ML
;25726;STILL COLONIA STYLLO 60ML
;25727;STILL LIFE GEL CAB.SPRAY SURF 240GR
;25728;STILL LIFE GEL CAB.SPRAY WAVE 240GR
;25729;COND SCABALLÊ NEUTRO 2000ML
;25730;SUISSA COLONIA HAWAII 115ML
;25731;COLONIA CUBA BROWN
;25732;COLONIA CUBA STRASS C/ GLITER
;25733;COLONIA CUBA GREY
;25734;COL.DOTE LUAR 250ML
;25735;COL.DOTE CORAL 250ML
;25736;ZOG COLONIA RACING 100ML
;25737;ZOG COLONIA FRONTIER 100ML
;25738;ZOG COLONIA ACTION 100ML
;25739;COL.DOTE BRISA 250 ML
;25740;COL.DOTE BRISA 250ML
;25741;CALCANHEX LOÇAO P/ OS  PÉS 30GR
;25742;PROT.LABIAL C/ PRÓPOLIS E CALÊNDULA
;25743;DOUTORZINHO CR.MASSAGEM P/ PERNAS E PÉS
;25744;GEL DE MASSAGEM DR.WAFRIDO 120 ML
;25745;BASE CREMOSA BRILHO E MISTERIO N° 2
;25746;BATOM WATER SHINE N° 02
;25747;BATOM COLORAMA WATER SHINE N° 03
;25748;BATOM COLORAMA WATER SHINE N° 11
;25749;SUPER PODEROSAS BRILHO LABIAL UVA
;25750;SUPER PODEROSAS BRILHO LABIAL TUTTI FRUT
;25751;SUPER PODEROSAS BRILHO LABIAL ABACAXI
;25752;SUPER PODEROSAS BRILHO LABIAL CEREJA
;25753;SUPER PODEROSAS BRILHO LABIAL PÊSSEGO
;25754;BRILHO LABIAL LIP GLOSS
;25755;SOMBRA CREMOSA PW C/ 5
;25756;GLOSS LUIS YANCE N°36
;25757;GLOSS LUIS YANCE  N° 19
;25758;GLOSS LUIS YANCE N° 36
;25759;GLOSS LUIS YANCE N° 43
;25760;PENTE MARCO BONI PROF. REF 1424
;25761;GLOSS LUIS YANCE N° 08
;25762;GLOSS LUIS YANCE N° 26
;25763;GLOSS LUIS YANCE N° 34
;25764;GLOSS LUIS YANCE N° 13
;25765;GLOSS LUIS YANCE N° 13
